word1	word2	sent1	sent2	Gold_Complexity	prompt1_answer	prompt5_answer	prompt7_answer	binary_answer1	binary_answer5	binary_answer7	mode_complexity
dias	siclos	Os dias da nossa vida chegam a setenta anos, e se alguns, pela sua robustez, chegam a oitenta anos, o orgulho deles é canseira e enfado, pois cedo se corta e vamos voando.	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	dias.	siclos.	"(a). ""os"	1	1	1	1
agentes	dissipa	A intervenção selectiva no sistema imune desta nova classe de agentes biotecnológicos, torna-os uma abordagem terapêutica interessante no controlo de doenças auto-imunes e imunomediadas, como na psoríase.  Num futuro próximo, estas novas terapêuticas poderão constituir uma alternativa válida aos agentes biológicos actualmente disponíveis.	Assentando-se o rei no trono do juízo, com os seus olhos dissipa todo o mal.	0	agentes.	"""dissipa"	"(a). ""a"	1	1	1	1
timo	galeria	Conclusão: O conhecimento das principais características imagiológicas das diferentes entidades patológicas do timo é fulcral na orientação terapêutica, permitindo por vezes diferenciar a hiperplasia de “verdadeiras” neoplasias, e possibilitar o estadiamento das lesões.	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	1	"""galeria"" is"	galeria	"(a). ""con"	0	1	1	1
SI	noites	Material e Métodos: Foram estudadas 378 alíquotas de células epiteliais congeladas pertencentes a utentes dos centros de saúde do Serviço Nacional de Saúde e de clínicas privadas, referenciadas para teste HPV, entre Janeiro de 2007 e Dezembro de 2010. De acordo com o diagnóstico citopatológico, foram definidos cinco grupos: normal, ASCUS, LSIL, HSIL e carcinoma invasivo do colo do útero.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	noites.	noites.	"(a). ""material"	0	1	1	1
destino	galeria	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	1	"""destino"" is"	galeria	"(a). ""pass"	1	1	1	1
vinhas	siclos	E habitarão nela seguros, e edificarão casas, e plantarão vinhas, e habitarão seguros, quando eu executar juízos contra todos os que estão ao seu redor e que os desprezam; e saberão que eu sou o SENHOR seu Deus.	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	vinhas.	siclos	"(a). ""e"	1	1	1	1
volatilidade	destino	em coletiva de imprensa sobre as ações prioritárias do bc no curto, médio e longo prazo, ele afirmou ainda que a autoridade monetária quer revisar o relacionamento com o tesouro para diminuir a volatilidade dos fluxos	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	1	volatilidade	destino.	"(a). ""em"	1	1	1	1
palestinos	galeria	a ir amim, que se opõe a assentamentos israelenses em território ocupado onde os palestinos esperam estabelecer um estado, disse que a estrutura será erguida em um terreno vazio em silwan, um bairro palestino onde colonos têm ampliado sua presença	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	1	"""palestinos"""	"""galeria"" is"	"(a). """	1	1	1	1
habitantes	observadores	E as suas casas passarão a outros, como também as suas herdades e as suas mulheres juntamente; porque estenderei a minha mão contra os habitantes desta terra, diz o SENHOR.	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	0	"""habitantes"""	habitantes	"(a). ""e"	1	0	1	1
filhos	arrabaldes	E o SENHOR entregará também a Israel contigo na mão dos filisteus, e amanhã tu e teus filhos estareis comigo; e o arraial de Israel o SENHOR entregará na mão dos filisteus.	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	"""arrabaldes"	filhos.	"(a). ""e"	0	0	1	0
hg	noites	# A Chade; M Roca; T Torralva; E Gleichgerrcht; N Fabbro; GG Arévalo; O Gershanik; F Manes	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	"""noites"" is"	noites	"(b). ""p"	0	1	0	0
esforços	noites	segundo a administração pública, todos os esforços foram feitos anteriormente para que a água chegasse até os munícipes	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	esforços.	noites.	"(b). ""p"	1	1	0	1
polarização	galeria	Entre as inúmeras técnicas desenvolvidas para avaliação da microcirculação encontram-se: avaliação clínica (por exemplo: índice de perfusão periférica e gradiente de temperatura); fluxometria por laser Doppler; eletrodos de avaliação de oxigênio tecidual; videomicroscopia (imagem espectral por polarização ortogonal, análise em campo escuro de fluxo lateral, ou iluminação incidental em campo escuro); e espectroscopia no infravermelho próximo.	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	1	"""polarizaç"	galeria.	"(a). ""ent"	1	1	1	1
metodologia	noites	além disso, ainda disponibiliza mapa para visualização do desmatamento e focos de calor nos estados, informações sobre a metodologia de construção dos indicadores, cálculo de efetividade, além de uma série de documentos e links com informações relevantes sobre as políticas de controle do desmatamento e iniciativas de monitoramento de políticas públicas	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	metodologia.	noites.	"(a). ""al"	1	1	1	1
Ofir	noites	E também os servos de Hirão e os servos de Salomão, que de Ofir tinham trazido ouro, trouxeram madeira de algumins, e pedras preciosas.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	ofir	noites.	"(b). ""p"	1	1	0	1
euro	destino	o dinheiro para recapitalizar o banco virá de um fundo de 20 mil milhões criado recentemente para apoiar o sistema bancário daquela que é a terceira economia da zona euro	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	destino.	euro	"(a). ""o"	0	0	1	0
comitês	galeria	para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	1	comitês	galeria	"(a). ""p"	1	1	1	1
gloriar-me	observadores	O que digo, não o digo segundo o Senhor, mas como por loucura, nesta confiança de gloriar-me.	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	1	"""gloriar-"	observadores.	"(b). ""de"	1	1	0	1
galardão	inimigos	E, quando orares, não sejas como os hipócritas; pois se comprazem em orar em pé nas sinagogas, e às esquinas das ruas, para serem vistos pelos homens. Em verdade vos digo que já receberam o seu galardão.	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	galardão	inimigos.	"(a). ""e"	1	1	1	1
desmatamento	galeria	além disso, ainda disponibiliza mapa para visualização do desmatamento e focos de calor nos estados, informações sobre a metodologia de construção dos indicadores, cálculo de efetividade, além de uma série de documentos e links com informações relevantes sobre as políticas de controle do desmatamento e iniciativas de monitoramento de políticas públicas	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	1	desmatamento.	galeria	"(a). ""al"	1	1	1	1
perspectivas	nome	a fibria caiu 1%, em sessão de fraqueza do setor de papel e celulose, em meio ao declínio do dólar ante o real e perspectivas ainda desfavoráveis quanto a uma recuperação dos preços de celulose	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	perspectivas.	nome.	"(a). ""a"	1	1	1	1
semanas	rodas	exibido na madrugada desta segunda-feira, o programa apresentado por cabrini mostrou a rotina do parlamentar nas últimas duas semanas – incluindo o momento em que cunha dá um leve sorriso ao acompanhar pela televisão, em seu apartamento funcional em brasília, o desfecho do processo de impeachment da ex-presidente dilma rousseff, em 31 de agosto	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	1	"""semanas"""	semanas	"(a). ""ex"	1	0	1	1
blocos	destino	para reduzir a velocidade da enxurrada que desce dos bairros mais altos e que ficam na região do jardim bela vista, foram implantados blocos de concreto -conhecidos na engenharia como gabão	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	destino.	destino	"(b). ""pass"	0	1	0	0
margens	noites	eles foram levados pela enxurrada e parte do gramado das margens também foram levados pelas águas	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	margens.	noites.	"(b). ""p"	1	1	0	1
adivinhação	arrabaldes	Isto será como adivinhação vã, aos olhos daqueles que lhes fizeram juramentos; mas ele se lembrará da iniqüidade, para que sejam apanhados.	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	"""adivinha"	arrabaldes.	"(a). ""i"	1	1	1	1
propósito	inimigos	o aprendizado de um novo idioma só faz sentido quando o aluno consegue ver o propósito de seu uso	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	"""propósito"	propósito	"(b). ""e"	1	0	0	0
Rúben	destino	Por que ficaste tu entre os currais para ouvires os balidos dos rebanhos? Nas divisões de Rúben tiveram grandes esquadrinhações do coração.	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	"""rúben"""	rúben	"(a). ""p"	1	0	1	1
mandamentos	dissipa	Sobre aqueles que guardam a sua aliança, e sobre os que se lembram dos seus mandamentos para os cumprir.	Assentando-se o rei no trono do juízo, com os seus olhos dissipa todo o mal.	0	mandamentos	mandamentos.	"(b). ""ass"	1	0	0	0
intervalo	arrabaldes	Os intervalos de confiança do Risco Relativo estimado por regressão de Poisson foram sempre mais largos que os determinados por análise de Mantel-Hanszel.	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	arrabaldes.	intervalo	"(a). ""os"	0	0	1	0
Macedônia	galeria	E dali para Filipos, que é a primeira cidade desta parte da Macedônia, e é uma colônia; e estivemos alguns dias nesta cidade.	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	1	macedônia.	galeria.	"(b). ""na"	1	1	0	1
bacias	noites	E tomou o capitão da guarda as bacias, e os brazeiros, e as tigelas, e os caldeirões, e os castiçais, e as colheres, e os copos; tanto o que era de puro ouro, como o que era de prata maciça.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	"""bacias"""	noites	"(a). ""e"	1	1	1	1
von	noites	na avaliação do presidente da contraf, roberto von der osten, a proposta não atende às demandas dos trabalhadores	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	von.	noites.	"(b). ""p"	1	1	0	1
colocação	noites	com o triunfo, o taubaté ainda garantiu a segunda colocação geral da temporada regular da competição, e já está classificado para as semifinais da conferência metropolitana da categoria	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	"""colocação"	noites.	"(b). ""p"	1	1	0	1
