Id	Genre	Sentence	ComplexWord	Gold_Complexity	prompt1_pred	prompt2_pred	prompt3_pred	prompt4_pred	avg_pred1_2	avg_pred3_4
134	biomed	Material e Métodos: Foram estudadas 378 alíquotas de células epiteliais congeladas pertencentes a utentes dos centros de saúde do Serviço Nacional de Saúde e de clínicas privadas, referenciadas para teste HPV, entre Janeiro de 2007 e Dezembro de 2010. De acordo com o diagnóstico citopatológico, foram definidos cinco grupos: normal, ASCUS, LSIL, HSIL e carcinoma invasivo do colo do útero.	SI	0.46	0.5	0.5	0.5	0.5	0.5	0.5
135	bible	Então Moisés, quando viu isto, se maravilhou da visão; e, aproximando-se para observar, foi-lhe dirigida a voz do Senhor,	voz	0.09	0.5	0.5	0.5	0.5	0.5	0.5
136	news	se o tal líder for uma pessoa que desconfia de tudo e de todos, eles também agem assim	tudo	0.12	0.5	0.0	0.0	0.5	0.25	0.25
137	bible	Cosi sobre a minha pele o cilício, e revolvi a minha cabeça no pó.	cabeça	0.08	0.5	0.5	0.5	0.5	0.5	0.5
138	biomed	A tomografia computorizada confirmou a presença de dois quistos gigantes das vesículas seminais.	vesícula	0.28	0.5	0.5	0.5	0.5	0.5	0.5
139	biomed	Curetagem do fêmur distal esquerdo, com saída de secreção, mas cultura negativa.	secreção	0.31	0.5	0.5	0.5	0.5	0.5	0.5
140	bible	Sabendo primeiramente isto: que nenhuma profecia da Escritura é de particular interpretação.	profecia	0.17	0.5	0.5	0.5	0.5	0.5	0.5
141	news	desenvolver iniciativas para atrair a família à escola, cedendo às comunidades seus equipamentos nos finais de semana	semana	0.09	0.5	0.0	0.0	0.5	0.25	0.25
142	biomed	Após uma semana de evolução constatou-se resolução completa das lesões cutâneas.	lesões	0.14	0.5	0.5	0.5	0.5	0.5	0.5
143	bible	Oh! quão grande é a tua bondade, que guardaste para os que te temem, a qual operaste para aqueles que em ti confiam na presença dos filhos dos homens!	bondade	0.09	0.5	0.5	0.5	0.5	0.5	0.5
144	bible	Pedro, porém, pondo-se em pé com os onze, levantou a sua voz, e disse-lhes: Homens judeus, e todos os que habitais em Jerusalém, seja-vos isto notório, e escutai as minhas palavras.	Jerusalém	0.09	0.5	0.5	0.5	0.5	0.5	0.5
145	bible	Também os levarei ao meu santo monte, e os alegrarei na minha casa de oração; os seus holocaustos e os seus sacrifícios serão aceitos no meu altar; porque a minha casa será chamada casa de oração para todos os povos.	povos	0.12	0.5	0.5	0.5	0.5	0.5	0.5
146	news	a adesão de tunicão fortalece o tom de maturidade e seriedade administrativa defendidos por cesar e marcos, além de somar com as centenas de famílias e lideranças populares que estão, a cada dia, aderindo à campanha pela libertação de milagres	famílias	0.05	0.5	0.0	0.0	0.5	0.25	0.25
147	bible	Os músculos da sua carne estão pegados entre si; cada um está firme nele, e nenhum se move.	músculos	0.15	0.5	0.5	0.5	0.5	0.5	0.5
148	bible	Nossos pais não entenderam as tuas maravilhas no Egito; não se lembraram da multidão das tuas misericórdias; antes o provocaram no mar, sim no Mar Vermelho.	misericórdias	0.16	0.5	0.5	0.5	0.5	0.5	0.5
149	news	por isso vamos firmar parcerias com os governos estadual e federal, com objetivo de colocar em prática no município, a médio e longo prazo, um programa de habitação social para alcançar as classes d e e, e vamos buscar parceiros para uma parceria público privada (ppp), com objetivo de estimular a construção de habitações de interesse social, com a participação do município na diminuição do valor, como por exemplo, com a doação de terrenos	parceria	0.18	0.5	0.25	0.11	0.5	0.38	0.31
150	news	em reunião ministerial, o premier netanyahu anunciou eufórico a derrota do movimento de boicote a israel (bds), graças aos maciços esforços de sua diplomacia e políticos amigos na europa e nos eua	boicote	0.14	0.5	0.0	0.0	0.5	0.25	0.25
151	news	eles foram levados pela enxurrada e parte do gramado das margens também foram levados pelas águas	margens	0.23	0.5	0.5	0.22	0.5	0.5	0.36
152	news	o acadêmico fez os comentários em palestra no décimo terceiro fórum de economia realizado pela eesp-fgv	economia	0.17	0.5	0.5	0.5	0.5	0.5	0.5
153	news	oferecemos oportunidade de alfabetização aplicada com qualificação aos beneficiários, diz cezar busatto, secretário municipal de governança local, que coordena o programa todos somos porto alegre	governança	0.21	0.5	0.5	0.5	0.5	0.5	0.5
154	bible	E o anjo respondeu, dizendo-me: Estes são os quatro espíritos do céu, saindo donde estavam perante o Senhor de toda a terra.	anjo	0.05	0.5	0.5	0.5	0.5	0.5	0.5
155	news	ou seja, uma vez degradado não vai mais se recuperar na plenitude de sua biodiversidade	biodiversidade	0.28	0.5	0.25	0.11	0.5	0.38	0.31
156	news	lá, os muçulmanos passam o dia em profunda oração, muitos chorando abertamente em um momento de arrependimento e pedindo perdão a alá	perdão	0.15	0.5	0.5	0.22	0.5	0.5	0.36
157	biomed	Além disso, sabe-se que a diferenciação das CTMs é basicamente determinada por mecanismos como proliferação celular (mitose), interações bioquímico-moleculares, movimento, adesão celular e apoptose.	mitose	0.44	0.5	0.5	0.5	0.5	0.5	0.5
158	bible	E Ezequias lhes deu ouvidos; e lhes mostrou toda a casa de seu tesouro, a prata, o ouro, as especiarias e os melhores ungüentos, e a sua casa de armas, e tudo quanto se achou nos seus tesouros; coisa nenhuma houve que não lhes mostrasse, nem em sua casa, nem em todo o seu domínio.	armas	0.12	0.5	0.5	0.5	0.5	0.5	0.5
159	bible	Então os judeus, vendo a multidão, encheram-se de inveja e, blasfemando, contradiziam o que Paulo falava.	Paulo	0.04	0.5	0.5	0.5	0.5	0.5	0.5
160	bible	Portanto, eis que te entregarei em possessão aos do oriente, e em ti estabelecerão os seus acampamentos, e porão em ti as suas moradas; eles comerão os teus frutos, e eles beberão o teu leite.	frutos	0.05	0.5	0.5	0.5	0.5	0.5	0.5
161	bible	Então o rei fez prosperar a Sadraque, Mesaque e Abednego, na província de Babilônia.	Sadraque	0.2	0.5	0.5	0.5	0.5	0.5	0.5
162	bible	Naqueles dias vi em Judá os que pisavam lagares ao sábado e traziam feixes que carregavam sobre os jumentos; como também vinho, uvas e figos, e toda a espécie de cargas, que traziam a Jerusalém no dia de sábado; e protestei contra eles no dia em que vendiam mantimentos.	feixes	0.36	0.5	0.5	0.5	0.5	0.5	0.5
163	bible	E a prata dos arrolados da congregação foi cem talentos e mil e setecentos e setenta e cinco siclos, conforme o siclo do santuário;	siclos	0.36	0.5	0.5	0.5	0.5	0.5	0.5
164	news	para que a organização criminosa alcançasse sucesso e pudesse praticar crimes ao longo dos anos, foi necessária a formatação de uma base empresarial, burocrática, técnica e política que desse sustentação aos atos criminosos	atos	0.12	0.5	0.25	0.11	0.5	0.38	0.31
165	biomed	Estabelecer uma zona de segurança neurovascular no acesso cirúrgico do terço médio da clavícula por dissecção em cadáveres.	zona	0.2	0.5	0.5	0.5	0.5	0.5	0.5
166	news	no supremo, a atuação da ministra pode ser resumida pelo rigor em casos envolvendo corrupção, pela postura firme a favor dos direitos das mulheres e o trato com a coisa pública	rigor	0.31	0.5	0.0	0.0	0.5	0.25	0.25
167	bible	Houve então uma questão entre os discípulos de João e os judeus acerca da purificação.	judeus	0.07	0.5	0.5	0.5	0.5	0.5	0.5
168	bible	E há de ser que naquele dia o Senhor tornará a por a sua mão para adquirir outra vez o remanescente do seu povo, que for deixado, da Assíria, e do Egito, e de Patros, e da Etiópia, e de Elã, e de Sinar, e de Hamate, e das ilhas do mar.	etiópia	0.07	0.5	0.5	0.5	0.5	0.5	0.5
169	biomed	Os antecedentes oftalmológicos incluíam o uso de lente de contacto semi-rígida e glaucoma primário de ângulo aberto.	lente	0.13	0.5	0.5	0.5	0.5	0.5	0.5
170	news	o oceano de europa é considerado um dos locais mais promissores para ter vida no nosso sistema solar, disse geoff yoder, da diretoria de missões científicas da nasa, em washington (eua)	missões	0.14	0.5	0.5	0.5	0.5	0.5	0.5
171	bible	Ora, Deus fez com que Daniel achasse graça e misericórdia diante do chefe dos eunucos.	eunucos	0.28	0.5	0.5	0.5	0.5	0.5	0.5
172	news	ela participa de um estudo científico que avalia os efeitos do treinamento cognitivo com uso de jogos eletrônicos na prevenção ao alzheimer e retardamento dos sintomas da demência	demência	0.26	0.5	0.25	0.11	0.5	0.38	0.31
173	bible	E todas as panelas em Jerusalém e Judá serão consagradas ao SENHOR dos Exércitos, e todos os que sacrificarem virão, e delas tomarão, e nelas cozerão. E, naquele dia não haverá mais cananeu na casa do SENHOR dos Exércitos.	dia	0.05	0.5	0.5	0.5	0.5	0.5	0.5
174	biomed	# HGBD Santos; SR Marcon; MM Espinosa; MN Baptista; PMC Paulo	HG	0.64	0.5	0.5	0.5	0.5	0.5	0.5
175	news	a rentabilidade do sistema bancário reduziu-se, influenciada pela deterioração da qualidade do crédito e o consequente aumento das despesas com provisões	provisões	0.44	0.5	0.5	0.5	0.5	0.5	0.5
176	bible	Como também aos pedreiros e aos cabouqueiros; e para se comprar madeira e pedras de cantaria para repararem as fendas da casa do SENHOR, e para tudo quanto era necessário para reparar a casa.	pedreiros	0.17	0.5	0.5	0.5	0.5	0.5	0.5
177	bible	A décima quinta a Bilga, a décima sexta a Imer,	sexta	0.24	0.5	0.5	0.5	0.5	0.5	0.5
178	biomed	As entrevistas ocorreram no domicílio do participante e foram avaliadas características do idoso dependente de cuidados e das crianças, características sociodemográficas, estresse por meio da Escala de Estresse Percebido e o otimismo por meio da Escala de Espiritualidade de Pinto e Pais-Ribeiro, no idoso cuidador.	Estresse	0.25	0.5	0.5	0.5	0.5	0.5	0.5
179	bible	Daqui em diante esperando até que os seus inimigos sejam postos por escabelo de seus pés.	escabelo	0.54	0.5	0.5	0.5	0.5	0.5	0.5
180	biomed	A utilização do SCORTEN permite uma previsão adequada da taxa de mortalidade nestes doentes.	RT	0.45	0.5	0.5	0.5	0.5	0.5	0.5
181	bible	As palavras do intrigante são como doces bocados; elas descem ao mais íntimo do ventre.	bocados	0.38	0.5	0.5	0.5	0.5	0.5	0.5
182	bible	Então temerão o nome do SENHOR desde o poente, e a sua glória desde o nascente do sol; vindo o inimigo como uma corrente de águas, o Espírito do SENHOR arvorará contra ele a sua bandeira.	poente	0.44	0.5	0.5	0.5	0.5	0.5	0.5
183	bible	E tudo aquilo sobre o que cair alguma coisa deles estando eles mortos será imundo; seja vaso de madeira, ou veste, ou pele, ou saco, qualquer instrumento, com que se faz alguma obra, será posto na água, e será imundo até à tarde; depois será limpo.	madeira	0.06	0.5	0.5	0.5	0.5	0.5	0.5
184	bible	Mas tu, ó SENHOR, sabes todo o seu conselho contra mim para matar-me; não perdoes a sua maldade, nem apagues o seu pecado de diante da tua face; mas tropecem diante de ti; trata-os assim no tempo da tua ira.	conselho	0.12	0.5	0.5	0.5	0.5	0.5	0.5
185	bible	E os midianitas, os amalequitas, e todos os filhos do oriente jaziam no vale como gafanhotos em multidão; e eram inumeráveis os seus camelos, como a areia que há na praia do mar.	praia	0.06	0.5	0.5	0.5	0.5	0.5	0.5
186	news	fortalecer o setor terciário gaúcho é um compromisso do sistema fecomércio-rs/sesc/senac, e comemorar este marco que é os 70 anos de atuação de duas grandes instituições como o sesc e o senac, chancela nossa missão de desenvolver um trabalho totalmente voltado para as necessidades dos gaúchos, afirma o presidente do sistema fecomércio-rs/ sesc/ senac, luiz carlos bohn	compromisso	0.24	0.5	0.0	0.0	0.5	0.25	0.25
187	news	próximo à via dutra e à via light, o shopping que leva o nome da cidade contará com uma atmosfera moderna e de qualidade, que trará marcas exclusivas para a região, além de reunir opções de serviço, entretenimento e lazer pensados especialmente para atender as necessidades da clientela local e proporcionar uma experiência única aos consumidores	consumidores	0.15	0.5	0.0	0.0	0.5	0.25	0.25
188	news	e, ao mesmo tempo, criou uma poderosa máquina de propaganda para disseminar a ideologia da democracia liberal de bem-estar social e do american way of life, como padrões políticos e de vida ideais	padrões	0.11	0.5	0.25	0.11	0.5	0.38	0.31
189	biomed	Os fatores relacionados com um pior prognóstico foram o subtipo histológico (carcinóides típicos versus carcinóides atípicos), o tamanho do tumor, o envolvimento ganglionar e a presença de metástases.	tamanho	0.1	0.5	0.5	0.5	0.5	0.5	0.5
190	bible	E foram todos os dias de Enoque trezentos e sessenta e cinco anos.	enoque	0.17	0.5	0.5	0.5	0.5	0.5	0.5
191	bible	E foram soltos os quatro anjos, que estavam preparados para a hora, e dia, e mês, e ano, a fim de matarem a terça parte dos homens.	terça	0.07	0.5	0.5	0.5	0.5	0.5	0.5
192	news	363, de janeiro deste ano, em especial na preservação e promoção do patrimônio histórico e artístico, valorização e difusão da diversidade étnica e cultural mato-grossense, e democratização do acesso a sociedade mato-grossense a cultura	diversidade	0.24	0.5	0.5	0.5	0.5	0.5	0.5
193	bible	Mas ele, respondendo, disse-lhes: Que vos mandou Moisés?	disse-lhes	0.36	0.5	0.5	0.5	0.5	0.5	0.5
194	news	a declaração foi feita durante a primeira reunião do ppi, iniciada nesta manhã no palácio do planalto	declaração	0.17	0.5	0.5	0.5	0.5	0.5	0.5
195	news	uma página de loro numa rede social tem mais de 13 mil seguidores, e campanhas pelo seu aparecimento têm sido feitas	página	0.06	0.5	0.5	0.5	0.5	0.5	0.5
196	bible	Subia, pois, este homem, da sua cidade, de ano em ano, a adorar e a sacrificar ao SENHOR dos Exércitos em Siló; e estavam ali os sacerdotes do SENHOR, Hofni e Finéias, os dois filhos de Eli.	adorar	0.1	0.5	0.5	0.5	0.5	0.5	0.5
197	news	no pentágono, a cerimônia contou com a presença do presidente barack obama	presidente	0.07	0.5	0.5	0.5	0.5	0.5	0.5
198	bible	Esta cidade não vos servirá de caldeirão, nem vós servireis de carne no meio dela; nos confins de Israel vos julgarei.	caldeirão	0.16	0.5	0.5	0.5	0.5	0.5	0.5
199	biomed	A patologia materna mais frequente foi a hipertensão crónica.	hipertensão	0.21	0.5	0.5	0.5	0.5	0.5	0.5
200	bible	Portanto, assim diz o Senhor DEUS: Como te esqueceste de mim, e me lançaste para trás das tuas costas, também carregarás com a tua perversidade e as tuas devassidões.	perversidade	0.33	0.5	0.5	0.5	0.5	0.5	0.5
201	bible	Quanto aos demais atos de Ezequias, e as suas boas obras, eis que estão escritos na visão do profeta Isaías, filho de Amós, e no livro dos reis de Judá e de Israel.	Isaías	0.06	0.5	0.5	0.5	0.5	0.5	0.5
202	biomed	Verificou-se, igualmente, que existe uma correlação biomecânica positiva entre a posição do vértice de cada uma das vértebras com a posição homóloga das restantes.	correlação	0.31	0.5	0.5	0.5	0.5	0.5	0.5
203	news	a meta do comitê paralímpico brasileiro (cpb) é que o atletismo brigue por algo entre 35 a 40 medalhas, tentando bater uma média entre 11 a 14 ouros	comitê	0.3	0.5	0.5	0.5	0.5	0.5	0.5
204	biomed	Foram correlacionados os dados de educação, idade e gênero e CDR e Mini-Exame do Estado Mental (MEEM) ao número de respostas, agrupamentos e mudanças de critério (switchings) gerados, em quatro intervalos de 15 segundos.	agrupamento	0.19	0.5	0.5	0.5	0.5	0.5	0.5
205	news	adequar a estrutura física dos locais de estudo	estrutura	0.12	0.5	0.5	0.5	0.5	0.5	0.5
206	news	em coletiva de imprensa sobre as ações prioritárias do bc no curto, médio e longo prazo, ele afirmou ainda que a autoridade monetária quer revisar o relacionamento com o tesouro para diminuir a volatilidade dos fluxos	volatilidade	0.43	0.5	0.25	0.11	0.5	0.38	0.31
207	bible	Ajunta da terra a tua mercadoria, ó tu que habitas em lugar sitiado.	mercadoria	0.12	0.5	0.5	0.5	0.5	0.5	0.5
208	bible	E, perseverando unânimes todos os dias no templo, e partindo o pão em casa, comiam juntos com alegria e singeleza de coração,	singeleza	0.35	0.5	0.5	0.5	0.5	0.5	0.5
209	news	superou os previsíveis protestos do fora temer e as respostas, também previsíveis, de que a nova bandeira jamais será vermelha	protestos	0.14	0.5	0.5	0.5	0.5	0.5	0.5
210	bible	Leu, pois, Baruque naquele livro as palavras de Jeremias, na casa do SENHOR, na câmara de Gemarias, filho de Safã, o escriba, no átrio superior, à entrada da porta nova da casa do SENHOR, aos ouvidos de todo o povo.	escriba	0.33	0.5	0.5	0.5	0.5	0.5	0.5
211	biomed	Quando comparados os pares, verificamos que os índices de IS e CD foram capazes de identificar mais casos de patela alta que o APP.	pares	0.15	0.5	0.5	0.5	0.5	0.5	0.5
212	news	por último, mas não menos importante, o controle dos processos de separação, expedição e entrega da mercadoria deve estar no escopo de ações para redução de fraudes e desvios de mercadoria no comércio eletrônico	processos	0.11	0.5	0.5	0.5	0.5	0.5	0.5
213	bible	Maldito o fruto do teu ventre, e o fruto da tua terra, e as crias das tuas vacas, e das tuas ovelhas.	crias	0.15	0.5	0.5	0.5	0.5	0.5	0.5
